poi_id,poi_short_name,facility_name,start,end,area_type,facility_type,functional_class,features,state,jurisdiction,poi_description
TAU 3451B-8207.0," , I-94East Of CSAH 17West Of CSAH 15EB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , I-94East Of CSAH 17West Of CSAH 15EB"
TAU 3451B-8208.0," , WB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , WB"
TAU 3451B-8209.0," , I-94Between CSAH 15EB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , I-94Between CSAH 15EB"
TAU 3451B-8210.0," , WB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , WB"
TAU 3451B-8211.0," , I-94East OF CSAH 71West Of CSAH 21EB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , I-94East OF CSAH 71West Of CSAH 21EB"
TAU 3451B-8212.0," , WB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , WB"
TAU 3451B-8213.0," , I-94Between CSAH 21EB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , I-94Between CSAH 21EB"
TAU 3451B-8214.0," , WB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , WB"
TAU 3451B-8215.0," , I-94East Of CSAH 21West OF TH 95EB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , I-94East Of CSAH 21West OF TH 95EB"
TAU 3451B-8216.0," , WB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , WB"
TAU 3451B-8217.0," , I-94Between TH 95EB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , I-94Between TH 95EB"
TAU 3451B-8218.0," , WB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , WB"
TAU 3451B-8219.0," , I-94East Of TH 95EB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , I-94East Of TH 95EB"
TAU 3451B-8220.0," , WB",,,,unknown,unknown,unknown,,Minnesota,MinnesotaDOT," , WB"
