poi_id,poi_short_name,facility_name,start,end,area_type,facility_type,functional_class,features,state,jurisdiction,poi_description
82977-5018.0, ham750.41,1-Interstate or Limited-access facility,,,unknown,Freeway,Freeway,,Ohio,OhioDOT, ham750.41
82977-5019.0, ham750.5,1-Interstate or Limited-access facility,,,unknown,Freeway,Freeway,,Ohio,OhioDOT, ham750.5
82977-5020.0, ham750.71,1-Interstate or Limited-access facility,,,unknown,Freeway,Freeway,,Ohio,OhioDOT, ham750.71
82977-5021.0, ham750.86,1-Interstate or Limited-access facility,,,unknown,Freeway,Freeway,,Ohio,OhioDOT, ham750.86
82977-5022.0, ham751.24,1-Interstate or Limited-access facility,,,unknown,Freeway,Freeway,,Ohio,OhioDOT, ham751.24
82977-5023.0, ham751.42,1-Interstate or Limited-access facility,,,unknown,Freeway,Freeway,,Ohio,OhioDOT, ham751.42
82977-5024.0, ham751.9,1-Interstate or Limited-access facility,,,unknown,Freeway,Freeway,,Ohio,OhioDOT, ham751.9
82977-5059.0, cli718.58,1-Interstate or Limited-access facility,,,rural,Freeway,Freeway,,Ohio,OhioDOT, cli718.58
82977-5081.0, cle327.34,1-Interstate or Limited-access facility,,,unknown,Freeway,Freeway,,Ohio,OhioDOT, cle327.34
82977-5090.0, cle325.96,1-Interstate or Limited-access facility,,,unknown,Freeway,Freeway,,Ohio,OhioDOT, cle325.96
82977-5107.0, cle320,3-Principal Arterial,,,unknown,Principal Arterial,Principal Arterial,,Ohio,OhioDOT, cle320
82977-5108.0, cle3210.58,3-Principal Arterial,,,unknown,Principal Arterial,Principal Arterial,,Ohio,OhioDOT, cle3210.58
82977-5123.0, cle3212.14,3-Principal Arterial,,,unknown,Principal Arterial,Principal Arterial,,Ohio,OhioDOT, cle3212.14
