poi_id,poi_short_name,facility_name,start,end,area_type,facility_type,functional_class,features,state,jurisdiction,poi_description
Unavailable-5680,", , OTT218.78",1-Interstate or Limited-access facility,,,unknown,Freeway,Freeway,,Ohio,OhioDOT,", , OTT218.78"
Unavailable-5681,", , OTT221.7",1-Interstate or Limited-access facility,,,unknown,Freeway,Freeway,,Ohio,OhioDOT,", , OTT221.7"
Unavailable-5682,", , OTT224.71",1-Interstate or Limited-access facility,,,unknown,Freeway,Freeway,,Ohio,OhioDOT,", , OTT224.71"
Unavailable-5683,", , OTT227.95",1-Interstate or Limited-access facility,,,rural,Freeway,Freeway,,Ohio,OhioDOT,", , OTT227.95"
Unavailable-5685,", , SAN5311.7",3-Principal Arterial,,,unknown,Principal Arterial,Principal Arterial,,Ohio,OhioDOT,", , SAN5311.7"
Unavailable-5687,", , OTT25.18",3-Principal Arterial,,,rural,Principal Arterial,Principal Arterial,,Ohio,OhioDOT,", , OTT25.18"
Unavailable-5688,", , OTT211.77",3-Principal Arterial,,,rural,Principal Arterial,Principal Arterial,,Ohio,OhioDOT,", , OTT211.77"
Unavailable-5690,", , OTT5311.47",4-Minor Arterial,,,unknown,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , OTT5311.47"
Unavailable-5695,", , SAN629.04",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , SAN629.04"
Unavailable-5699,", , OTT20.72",5-Major Collector,,,unknown,Major Collector,Major Collector,,Ohio,OhioDOT,", , OTT20.72"
Unavailable-5707,", , OTT193.1",5-Major Collector,,,rural,Major Collector,Major Collector,,Ohio,OhioDOT,", , OTT193.1"
Unavailable-5708,", , OTT1637.02",5-Major Collector,,,rural,Major Collector,Major Collector,,Ohio,OhioDOT,", , OTT1637.02"
Unavailable-5709,", , OTT5901.22",5-Major Collector,,,rural,Major Collector,Major Collector,,Ohio,OhioDOT,", , OTT5901.22"
Unavailable-5711,", , SAN4122.93",5-Major Collector,,,rural,Major Collector,Major Collector,,Ohio,OhioDOT,", , SAN4122.93"
